order_id,customer_id,order_date,product,quantity,price,status,payment,total_sales,Month Name
732585,4573,3-Nov-23,Printer,1,49.48,Pending,Cash,49.48,November
109726,2842,10-Mar-23,Printer,1,49.48,Pending,Cash,49.48,March
921186,5923,8-Apr-23,Printer,1,49.48,Pending,Cash,49.48,April
760197,4954,19-Dec-23,Printer,1,49.48,Pending,Cash,49.48,December
510520,7566,26-Jun-23,Printer,1,49.48,Pending,Cash,49.48,June
459701,8127,19-Dec-23,Printer,1,49.48,Pending,Cash,49.48,December
223769,4755,12-Jul-23,Printer,1,49.48,Pending,Cash,49.48,July
494002,5154,30-Mar-23,Printer,1,49.48,Pending,Cash,49.48,March
272409,4323,26-Dec-23,Printer,1,49.48,Pending,Cash,49.48,December
468893,1295,28-Oct-23,Printer,1,49.48,Pending,Cash,49.48,October
678921,7687,19-Dec-23,Printer,1,49.48,Pending,Cash,49.48,December
506396,9882,18-Nov-23,Printer,1,49.48,Pending,Cash,49.48,November
327544,7141,16-Jan-23,Printer,1,49.48,Pending,Cash,49.48,January
307383,2523,18-Aug-23,Printer,1,49.48,Pending,Cash,49.48,August
148784,1432,23-May-23,Printer,1,49.48,Pending,Cash,49.48,May
335161,5172,23-Mar-23,Printer,1,49.48,Pending,Cash,49.48,March
207044,1719,21-Jan-23,Printer,1,49.48,Pending,Cash,49.48,January
710777,5723,9-Oct-23,Printer,1,49.48,Pending,Cash,49.48,October
378167,2353,13-Oct-23,Laptop,1,49.48,Pending,Cash,49.48,October
672843,5886,14-Jul-23,Laptop,1,49.48,Pending,Cash,49.48,July
723587,2946,21-Mar-23,Laptop,1,49.48,Pending,Cash,49.48,March
113986,1328,14-Aug-23,Laptop,1,49.48,Pending,Cash,49.48,August
151663,2951,31-Dec-23,Laptop,1,49.48,Pending,Cash,49.48,December
990617,8174,24-Mar-23,Laptop,1,49.48,Pending,Cash,49.48,March
266981,9897,29-Aug-23,Laptop,1,49.48,Pending,Cash,49.48,August
117640,9340,17-Aug-23,Laptop,1,49.48,Pending,Cash,49.48,August
601108,5508,20-Jul-23,Laptop,1,49.48,Pending,Cash,49.48,July
358090,4247,18-May-23,Laptop,1,49.48,Pending,Cash,49.48,May
462920,5663,6-Feb-23,Laptop,1,49.48,Pending,Cash,49.48,February
494030,9205,24-Jan-23,Laptop,1,49.48,Pending,Cash,49.48,January
767054,4406,7-Nov-23,Laptop,1,49.48,Pending,Cash,49.48,November
426032,2004,4-May-23,Laptop,1,49.48,Pending,Cash,49.48,May
821001,7673,31-Aug-23,Laptop,1,49.48,Pending,Cash,49.48,August
360116,1080,1-Sep-23,Laptop,1,49.48,Pending,Cash,49.48,September
657685,7854,30-Sep-23,Laptop,1,49.48,Pending,Cash,49.48,September
377707,2912,24-Aug-23,Laptop,1,49.48,Pending,Cash,49.48,August
957463,8972,3-Oct-23,Laptop,1,49.48,Pending,Cash,49.48,October
258285,8351,26-Jun-23,Laptop,1,49.48,Pending,Cash,49.48,June
286321,4628,14-Aug-23,Laptop,1,49.48,Pending,Cash,49.48,August
515872,1602,11-Oct-23,Laptop,1,49.48,Pending,Cash,49.48,October
707745,7042,17-Apr-23,Laptop,1,49.48,Pending,Cash,49.48,April
633571,5617,15-Feb-23,Laptop,1,49.48,Pending,Cash,49.48,February
361716,8394,17-Jul-23,Laptop,1,49.48,Pending,Cash,49.48,July
621481,5604,23-Mar-23,Laptop,1,49.48,Pending,Cash,49.48,March
638181,7763,3-Sep-23,Laptop,1,49.48,Pending,Cash,49.48,September
349877,6179,23-Oct-23,Laptop,1,49.48,Pending,Cash,49.48,October
236643,5801,10-Jun-23,Laptop,1,49.48,Pending,Cash,49.48,June
553830,2844,10-Feb-23,Laptop,1,49.48,Pending,Cash,49.48,February
925553,1022,22-Oct-23,Laptop,1,49.48,Pending,Cash,49.48,October
830031,1064,29-Sep-23,Laptop,1,49.48,Pending,Cash,49.48,September
946574,5748,16-Mar-23,Laptop,1,49.48,Pending,Cash,49.48,March
231184,9701,3-Feb-23,Laptop,1,49.48,Pending,Cash,49.48,February
431356,6327,19-Jun-23,Laptop,1,49.48,Pending,Cash,49.48,June
336187,9620,28-Apr-23,Laptop,1,49.48,Pending,Cash,49.48,April
877022,2790,23-Sep-23,Laptop,1,49.48,Pending,Cash,49.48,September
220062,9432,15-Jun-23,Laptop,1,49.48,Pending,Cash,49.48,June
203751,1149,29-Sep-23,Laptop,1,49.48,Pending,Cash,49.48,September
780428,8180,21-Sep-23,Laptop,1,49.48,Pending,Cash,49.48,September
832835,3773,2-Sep-23,Laptop,1,49.48,Pending,Cash,49.48,September
717367,6458,28-Jun-23,Laptop,1,49.48,Pending,Cash,49.48,June
510184,6367,28-Oct-23,Laptop,1,49.48,Pending,Cash,49.48,October
434517,6840,6-Aug-23,Laptop,1,49.48,Pending,Cash,49.48,August
215657,6735,14-Jun-23,Laptop,1,49.48,Pending,Cash,49.48,June
784687,6488,1-Jul-23,Laptop,1,49.48,Pending,Cash,49.48,July
560188,8058,15-Nov-23,Laptop,1,49.48,Pending,Cash,49.48,November
962041,9433,25-Dec-23,Laptop,1,49.48,Pending,Cash,49.48,December
105209,7209,27-Feb-23,Laptop,1,49.48,Pending,Cash,49.48,February
538976,7669,1-Jul-23,Laptop,1,49.48,Pending,Cash,49.48,July
947405,8660,12-Dec-23,Laptop,1,49.48,Pending,Cash,49.48,December
500565,4600,18-Aug-23,Laptop,1,49.48,Pending,Cash,49.48,August
631821,2803,9-Jul-23,Laptop,1,49.48,Pending,Cash,49.48,July
348004,4520,28-May-23,Laptop,1,49.48,Pending,Cash,49.48,May
853375,3224,25-Aug-23,Laptop,1,49.48,Pending,Cash,49.48,August
397542,3945,10-Sep-23,Laptop,1,49.48,Pending,Cash,49.48,September
696923,5904,31-Mar-23,Laptop,1,49.48,Pending,Cash,49.48,March
336538,8592,27-Aug-23,Laptop,1,49.48,Pending,Cash,49.48,August
797652,9103,11-Apr-23,Laptop,1,49.48,Pending,Cash,49.48,April
337474,9423,8-Jan-23,Laptop,1,49.48,Pending,Cash,49.48,January
250953,2210,13-Apr-23,Laptop,1,49.48,Pending,Cash,49.48,April
812165,8951,4-Aug-23,Laptop,1,49.48,Pending,Cash,49.48,August
422870,7622,20-Oct-23,Laptop,1,49.48,Pending,Cash,49.48,October
291758,1448,29-Oct-23,Laptop,1,49.48,Pending,Cash,49.48,October
802716,7413,17-Dec-23,Laptop,1,49.48,Pending,Cash,49.48,December
388249,3786,16-Sep-23,Headphones,1,49.48,Pending,Cash,49.48,September
547600,2438,16-Jan-23,Headphones,1,49.48,Pending,Cash,49.48,January
862002,8385,20-Jul-23,Headphones,1,49.48,Pending,Cash,49.48,July
291475,5213,29-Oct-23,Headphones,1,49.48,Pending,Cash,49.48,October
595972,1191,11-Jun-23,Headphones,1,49.48,Pending,Cash,49.48,June
460260,5326,17-Jul-23,Headphones,1,49.48,Pending,Cash,49.48,July
938656,4808,29-Jul-23,Headphones,1,49.48,Pending,Cash,49.48,July
520571,5543,31-Mar-23,Headphones,1,49.48,Pending,Cash,49.48,March
653020,3107,13-Mar-23,Headphones,1,49.48,Pending,Cash,49.48,March
502400,2543,20-Jul-23,Headphones,1,49.48,Pending,Cash,49.48,July
950867,7507,27-Sep-23,Headphones,1,49.48,Pending,Cash,49.48,September
841804,5287,11-Nov-23,Headphones,1,49.48,Pending,Cash,49.48,November
194914,2559,8-Apr-23,Headphones,1,49.48,Pending,Cash,49.48,April
437054,8972,30-Jul-23,Headphones,1,49.48,Pending,Cash,49.48,July
841040,7806,7-Jan-23,Headphones,1,49.48,Pending,Cash,49.48,January
813135,4012,18-Oct-23,Headphones,1,49.48,Pending,Cash,49.48,October
497710,3819,14-May-23,Headphones,1,49.48,Pending,Cash,49.48,May
803650,6302,13-Jun-23,Headphones,1,49.48,Pending,Cash,49.48,June
999187,6467,21-Jan-23,Headphones,1,49.48,Pending,Cash,49.48,January
933487,2830,5-Mar-23,Headphones,1,49.48,Pending,Cash,49.48,March
891327,1416,13-Dec-23,Headphones,1,49.48,Pending,Cash,49.48,December
777974,7900,6-Apr-23,Headphones,1,49.48,Pending,Cash,49.48,April
845466,3063,13-May-23,Headphones,1,49.48,Pending,Cash,49.48,May
974392,3548,28-May-23,Headphones,1,49.48,Pending,Cash,49.48,May
263834,9015,30-Jun-23,Headphones,1,49.48,Pending,Cash,49.48,June
819449,9507,21-Aug-23,Headphones,1,49.48,Pending,Cash,49.48,August
262777,4291,6-May-23,Headphones,1,49.48,Pending,Cash,49.48,May
215598,2620,17-Sep-23,Headphones,1,49.48,Pending,Cash,49.48,September
226060,5887,1-Jul-23,Headphones,1,49.48,Pending,Cash,49.48,July
551558,7196,14-Aug-23,Headphones,1,49.48,Pending,Cash,49.48,August
293392,6004,4-Aug-23,Headphones,1,49.48,Pending,Cash,49.48,August
832763,3466,29-Jul-23,Headphones,1,49.48,Pending,Cash,49.48,July
223765,1908,12-Jul-23,Headphones,1,49.48,Pending,Cash,49.48,July
107415,2309,2-Dec-23,Headphones,1,49.48,Pending,Cash,49.48,December
515534,5454,16-Jun-23,Headphones,1,49.48,Pending,Cash,49.48,June
511473,4951,9-Mar-23,Headphones,1,49.48,Pending,Cash,49.48,March
436986,7055,30-Jul-23,Headphones,1,49.48,Pending,Cash,49.48,July
484708,5482,13-Jan-23,Headphones,1,49.48,Pending,Cash,49.48,January
229744,3175,16-Aug-23,Headphones,1,49.48,Pending,Cash,49.48,August
523350,4116,2-Jul-23,Headphones,1,49.48,Pending,Cash,49.48,July
370741,5686,8-Dec-23,Headphones,1,49.48,Pending,Cash,49.48,December
383006,8873,17-Aug-23,Headphones,1,49.48,Pending,Cash,49.48,August
985987,8169,2-Oct-23,Headphones,1,49.48,Pending,Cash,49.48,October
366909,4234,9-May-23,Headphones,1,49.48,Pending,Cash,49.48,May
591830,4936,14-Nov-23,Headphones,1,49.48,Pending,Cash,49.48,November
719886,8962,16-May-23,Headphones,1,49.48,Pending,Cash,49.48,May
776513,7266,21-Nov-23,Headphones,1,49.48,Pending,Cash,49.48,November
556324,6087,30-Dec-23,Headphones,1,49.48,Pending,Cash,49.48,December
859066,7458,17-Apr-23,Headphones,1,49.48,Pending,Cash,49.48,April
363328,2442,1-Jan-24,Headphones,1,49.48,Pending,Cash,49.48,January
538963,3418,5-Sep-23,Headphones,1,49.48,Pending,Cash,49.48,September
900607,5780,5-Sep-23,Headphones,1,49.48,Pending,Cash,49.48,September
413559,7345,1-Mar-23,Headphones,1,49.48,Pending,Cash,49.48,March
313286,1106,19-Jan-23,Headphones,1,49.48,Pending,Cash,49.48,January
434071,8983,8-Nov-23,Headphones,1,49.48,Pending,Cash,49.48,November
563120,3778,11-Nov-23,Headphones,1,49.48,Pending,Cash,49.48,November
115896,8014,18-Apr-23,Headphones,1,49.48,Pending,Cash,49.48,April
596246,3935,17-Mar-23,Headphones,1,49.48,Pending,Cash,49.48,March
803713,5905,13-Jun-23,Headphones,1,49.48,Pending,Cash,49.48,June
532601,9463,23-May-23,Headphones,1,49.48,Pending,Cash,49.48,May
374270,5222,10-Dec-23,Headphones,1,49.48,Pending,Cash,49.48,December
327369,4591,16-Jan-23,Headphones,1,49.48,Pending,Cash,49.48,January
165439,6432,2-Aug-23,Headphones,1,49.48,Pending,Cash,49.48,August
882397,3747,19-Oct-23,Headphones,1,49.48,Pending,Cash,49.48,October
210268,8925,30-Aug-23,Keyboard,1,49.48,Pending,Cash,49.48,August
299041,4906,12-Mar-23,Mouse,1,49.48,Pending,Cash,49.48,March
616588,4766,14-Jun-23,Mouse,1,49.48,Pending,Cash,49.48,June
937437,4543,30-Oct-23,Keyboard,1,49.48,Pending,Cash,49.48,October
293075,3263,10-Nov-23,Speaker,1,49.48,Pending,Cash,49.48,November
122671,7944,1-Jul-23,Speaker,1,49.48,Pending,Cash,49.48,July
418394,5439,13-Aug-23,Mouse,1,49.48,Pending,Cash,49.48,August
292506,8795,2-Jul-23,Mouse,1,49.48,Pending,Cash,49.48,July
898615,3907,22-Oct-23,Webcam,1,49.48,Pending,Cash,49.48,October
829650,8262,27-Aug-23,Speaker,1,49.48,Pending,Cash,49.48,August
118070,6560,16-Jun-23,USB Cable,1,49.48,Pending,Cash,49.48,June
679036,7035,20-Nov-23,Webcam,1,49.48,Pending,Cash,49.48,November
897079,6993,9-Mar-23,Mouse,1,49.48,Pending,Cash,49.48,March
641252,5210,23-Jul-23,Mouse,1,49.48,Pending,Cash,49.48,July
104000,2394,3-Jan-23,Speaker,1,49.48,Pending,Cash,49.48,January
721820,7895,16-Sep-23,Mouse,1,49.48,Pending,Cash,49.48,September
943890,2231,16-Aug-23,Desk,1,49.48,Pending,Cash,49.48,August
616771,5491,20-Jun-23,Speaker,1,49.48,Pending,Cash,49.48,June
185999,1225,7-Apr-23,Mouse,1,49.48,Pending,Cash,49.48,April
664242,5134,10-Jan-23,Speaker,1,49.48,Pending,Cash,49.48,January
416837,7121,24-Aug-23,Desk,1,49.48,Pending,Cash,49.48,August
844699,8756,15-Nov-23,Mouse,1,49.48,Pending,Cash,49.48,November
743162,8244,5-Jun-23,Speaker,1,49.48,Pending,Cash,49.48,June
966651,4845,24-May-23,Desk,1,49.48,Pending,Cash,49.48,May
648248,9128,13-Jul-23,Keyboard,1,49.48,Pending,Cash,49.48,July
920023,2075,1-Jan-23,Speaker,1,49.48,Pending,Cash,49.48,January
476965,9990,18-Jul-23,Monitor,1,49.48,Pending,Cash,49.48,July
228148,8320,2-May-23,Monitor,1,49.48,Pending,Cash,49.48,May
383876,1716,23-Feb-23,Keyboard,1,49.48,Pending,Cash,49.48,February
734421,2755,2-Dec-23,Mouse,1,49.48,Pending,Cash,49.48,December
255576,1597,2-Jun-23,Speaker,1,49.48,Pending,Cash,49.48,June
446809,4412,8-Mar-23,Mouse,1,49.48,Pending,Cash,49.48,March
790907,2209,20-May-23,Speaker,1,49.48,Pending,Cash,49.48,May
724785,6574,11-Mar-23,USB Cable,1,49.48,Pending,Cash,49.48,March
370846,6322,8-Dec-23,USB Cable,1,49.48,Pending,Cash,49.48,December
427359,1966,6-May-23,Speaker,1,49.48,Pending,Cash,49.48,May
580721,3747,26-May-23,Desk,1,49.48,Pending,Cash,49.48,May
480975,8232,29-Jun-23,Monitor,1,49.48,Pending,Cash,49.48,June
859224,2293,22-Apr-23,USB Cable,1,49.48,Pending,Cash,49.48,April
928533,9130,27-Jun-23,Webcam,1,49.48,Pending,Cash,49.48,June
341983,4758,17-Sep-23,Speaker,1,49.48,Pending,Cash,49.48,September
142078,1892,30-Nov-23,Speaker,1,49.48,Pending,Cash,49.48,November
760775,6108,14-Jan-23,Speaker,1,49.48,Pending,Cash,49.48,January
435484,6985,15-Dec-23,USB Cable,1,49.48,Pending,Cash,49.48,December
784846,8689,10-Sep-23,Keyboard,1,49.48,Pending,Cash,49.48,September
225885,5559,15-Jan-23,Mouse,1,49.48,Pending,Cash,49.48,January
600315,5814,10-May-23,Keyboard,1,49.48,Pending,Cash,49.48,May
932672,3720,14-Nov-23,Keyboard,1,49.48,Pending,Cash,49.48,November
765755,3513,21-Feb-23,Webcam,1,49.48,Pending,Cash,49.48,February
249521,8012,20-Jan-23,Monitor,1,49.48,Pending,Cash,49.48,January
447739,9741,13-Jan-23,USB Cable,1,49.48,Pending,Cash,49.48,January
572327,6733,15-Dec-23,Monitor,1,49.48,Pending,Cash,49.48,December
354726,8758,10-Sep-23,Speaker,1,49.48,Pending,Cash,49.48,September
543676,9027,31-Oct-23,Monitor,1,49.48,Pending,Cash,49.48,October
167642,2597,21-Aug-23,Webcam,1,49.48,Pending,Cash,49.48,August
422918,9831,7-Feb-23,Webcam,1,49.48,Pending,Cash,49.48,February
418277,2832,4-Oct-23,Mouse,1,49.48,Pending,Cash,49.48,October
610585,2193,23-Apr-23,Webcam,1,49.48,Pending,Cash,49.48,April
579361,7282,23-Aug-23,Speaker,1,49.48,Pending,Cash,49.48,August
817912,4888,15-Mar-23,Keyboard,1,49.48,Pending,Cash,49.48,March
177454,6899,5-Jul-23,Keyboard,1,49.48,Pending,Cash,49.48,July
830051,7343,11-Apr-23,Webcam,1,49.48,Pending,Cash,49.48,April
176898,3515,24-Nov-23,USB Cable,1,49.48,Pending,Cash,49.48,November
342615,2663,18-Apr-23,Monitor,1,49.48,Pending,Cash,49.48,April
194377,4553,5-Jan-23,Mouse,1,49.48,Pending,Cash,49.48,January
119623,6664,3-Mar-23,Monitor,1,49.48,Pending,Cash,49.48,March
512003,8364,3-Feb-23,Desk,1,49.48,Pending,Cash,49.48,February
842623,3520,20-Jun-23,USB Cable,1,49.48,Pending,Cash,49.48,June
440941,7131,27-Jun-23,USB Cable,1,49.48,Pending,Cash,49.48,June
762784,6084,26-Sep-23,USB Cable,1,49.48,Pending,Cash,49.48,September
380783,6876,17-Sep-23,USB Cable,1,49.48,Pending,Cash,49.48,September
855271,5635,3-May-23,Speaker,1,49.48,Pending,Cash,49.48,May
951887,7431,24-Aug-23,USB Cable,1,49.48,Pending,Cash,49.48,August
699032,7037,13-Dec-23,Mouse,1,49.48,Pending,Cash,49.48,December
260081,1684,18-Sep-23,USB Cable,1,49.48,Pending,Cash,49.48,September
693586,7034,13-Feb-23,Monitor,1,49.48,Pending,Cash,49.48,February
836421,5962,1-Apr-23,Speaker,1,49.48,Pending,Cash,49.48,April
649114,6369,25-Feb-23,Keyboard,1,49.48,Pending,Cash,49.48,February
734379,1731,15-Sep-23,USB Cable,1,49.48,Pending,Cash,49.48,September
906481,3415,21-Dec-23,Monitor,1,49.48,Pending,Cash,49.48,December
683609,4430,29-Nov-23,Speaker,1,49.48,Pending,Cash,49.48,November
912395,9498,12-Feb-23,Desk,1,49.48,Pending,Cash,49.48,February
478544,2884,28-May-23,Speaker,1,49.48,Pending,Cash,49.48,May
515231,2550,11-Apr-23,USB Cable,1,49.48,Pending,Cash,49.48,April
915858,1537,12-Dec-23,Webcam,1,49.48,Pending,Cash,49.48,December
349474,2909,6-Dec-23,Speaker,1,49.48,Pending,Cash,49.48,December
257795,4751,18-Feb-23,Monitor,1,49.48,Pending,Cash,49.48,February
201459,5253,11-Jul-23,Webcam,1,49.48,Pending,Cash,49.48,July
201520,2426,15-Aug-23,Desk,1,49.48,Pending,Cash,49.48,August
994235,2145,27-Mar-23,Speaker,1,49.48,Pending,Cash,49.48,March
192324,2864,14-Apr-23,Mouse,1,49.48,Pending,Cash,49.48,April
821864,2287,18-Aug-23,Desk,1,49.48,Pending,Cash,49.48,August
112115,5511,5-May-23,Webcam,1,49.48,Pending,Cash,49.48,May
490479,7305,21-Feb-23,USB Cable,1,49.48,Pending,Cash,49.48,February
221863,7026,6-Aug-23,Monitor,1,49.48,Pending,Cash,49.48,August
548625,7651,16-Jul-23,Speaker,1,49.48,Pending,Cash,49.48,July
273895,4083,17-Jan-23,USB Cable,1,49.48,Pending,Cash,49.48,January
727697,4514,14-Apr-23,Keyboard,1,49.48,Pending,Cash,49.48,April
821384,5414,1-Jan-23,Monitor,1,49.48,Pending,Cash,49.48,January
985736,6745,2-Oct-23,Speaker,1,49.48,Pending,Cash,49.48,October
786684,4818,5-Jun-23,Keyboard,1,49.48,Pending,Cash,49.48,June
990328,1331,10-Sep-23,USB Cable,1,49.48,Pending,Cash,49.48,September
980112,7890,24-Sep-23,Webcam,1,49.48,Pending,Cash,49.48,September
734122,6113,15-Sep-23,Mouse,1,49.48,Pending,Cash,49.48,September
646900,6741,23-Jan-23,USB Cable,1,49.48,Pending,Cash,49.48,January
520182,9584,13-Mar-23,Webcam,1,49.48,Pending,Cash,49.48,March
621863,8640,8-Feb-23,Desk,1,49.48,Pending,Cash,49.48,February
706217,2369,14-Oct-23,Desk,1,49.48,Pending,Cash,49.48,October
227834,6935,14-Jul-23,Mouse,1,49.48,Pending,Cash,49.48,July
529667,1267,26-Jan-23,USB Cable,1,49.48,Pending,Cash,49.48,January
334386,1270,5-Nov-23,Keyboard,1,49.48,Pending,Cash,49.48,November
426459,8073,29-May-23,Keyboard,1,49.48,Pending,Cash,49.48,May
893153,9495,16-Jan-23,Mouse,1,49.48,Pending,Cash,49.48,January
960952,7157,27-Dec-23,USB Cable,1,49.48,Pending,Cash,49.48,December
793045,1754,26-Feb-23,Keyboard,1,49.48,Pending,Cash,49.48,February
160545,8211,2-Feb-23,Webcam,1,49.48,Pending,Cash,49.48,February
302056,6616,14-Mar-23,Mouse,1,49.48,Pending,Cash,49.48,March
237478,3292,24-Feb-23,Webcam,1,49.48,Pending,Cash,49.48,February
527387,2041,20-Jul-23,Speaker,1,49.48,Pending,Cash,49.48,July
293718,3419,1-Aug-23,Desk,1,49.48,Pending,Cash,49.48,August
110749,2478,22-Sep-23,USB Cable,1,49.48,Pending,Cash,49.48,September
369054,7560,11-Sep-23,Webcam,1,49.48,Pending,Cash,49.48,September
294509,3952,7-Jul-23,Speaker,1,49.48,Pending,Cash,49.48,July
642601,3356,9-Nov-23,Monitor,1,49.48,Pending,Cash,49.48,November
821909,1185,18-Aug-23,Webcam,1,49.48,Pending,Cash,49.48,August
507442,2183,10-May-23,Monitor,1,49.48,Pending,Cash,49.48,May
471602,7679,22-Apr-23,Monitor,1,49.48,Pending,Cash,49.48,April
390998,6772,14-Jul-23,Keyboard,1,49.48,Pending,Cash,49.48,July
761616,1124,2-Nov-23,Monitor,1,49.48,Pending,Cash,49.48,November
553008,7189,7-Aug-23,USB Cable,1,49.48,Pending,Cash,49.48,August
228046,2629,2-May-23,Mouse,1,49.48,Pending,Cash,49.48,May
839290,6062,4-Feb-23,Speaker,1,49.48,Pending,Cash,49.48,February
183369,3667,27-Feb-23,Keyboard,1,49.48,Pending,Cash,49.48,February
763096,6624,26-Sep-23,USB Cable,1,49.48,Pending,Cash,49.48,September
574013,2669,6-Jun-23,Webcam,1,49.48,Pending,Cash,49.48,June
855678,2203,18-Oct-23,Monitor,1,49.48,Pending,Cash,49.48,October
814423,9674,10-Aug-23,Monitor,1,49.48,Pending,Cash,49.48,August
735775,8663,18-Aug-23,Monitor,1,49.48,Pending,Cash,49.48,August
778029,4749,15-Feb-23,Keyboard,1,49.48,Pending,Cash,49.48,February
592092,3366,15-Jul-23,Mouse,1,49.48,Pending,Cash,49.48,July
827067,9976,29-Apr-23,Monitor,1,49.48,Pending,Cash,49.48,April
145232,4653,19-Aug-23,Desk,1,49.48,Pending,Cash,49.48,August
248066,1947,16-May-23,Monitor,1,49.48,Pending,Cash,49.48,May
256222,3368,5-Dec-23,Mouse,1,49.48,Pending,Cash,49.48,December
743340,6767,23-Aug-23,Speaker,1,49.48,Pending,Cash,49.48,August
595384,7793,6-May-23,Desk,1,49.48,Pending,Cash,49.48,May
255289,2718,2-Jun-23,Mouse,1,49.48,Pending,Cash,49.48,June
801397,8849,20-Apr-23,Monitor,1,49.48,Pending,Cash,49.48,April
290237,5370,15-Oct-23,Desk,1,49.48,Pending,Cash,49.48,October
316823,6161,3-Jun-23,USB Cable,1,49.48,Pending,Cash,49.48,June
970678,1306,1-Mar-23,Desk,1,49.48,Pending,Cash,49.48,March
679365,4650,3-Feb-23,Mouse,1,49.48,Pending,Cash,49.48,February
575595,7048,29-Oct-23,Desk,1,49.48,Pending,Cash,49.48,October
940230,2482,30-Aug-23,Monitor,1,49.48,Pending,Cash,49.48,August
683098,9850,17-May-23,Desk,1,49.48,Pending,Cash,49.48,May
778743,8050,10-Feb-23,Speaker,1,49.48,Pending,Cash,49.48,February
423853,5959,10-Nov-23,USB Cable,1,49.48,Pending,Cash,49.48,November
376091,8762,1-Nov-23,USB Cable,1,49.48,Pending,Cash,49.48,November
522381,6024,16-Mar-23,Mouse,1,49.48,Pending,Cash,49.48,March
805860,7391,27-Apr-23,USB Cable,1,49.48,Pending,Cash,49.48,April
971868,9884,14-Jun-23,USB Cable,1,49.48,Pending,Cash,49.48,June
404214,6977,14-Sep-23,USB Cable,1,49.48,Pending,Cash,49.48,September
626549,9890,10-Jun-23,Desk,1,49.48,Pending,Cash,49.48,June
596507,8686,29-Jun-23,Desk,1,49.48,Pending,Cash,49.48,June
